date,last_update,confirmed,confirmed_diff,deaths,deaths_diff,recovered,recovered_diff,active,active_diff,fatality_rate
2020-12-17,2020-12-18 05:28:18,17206647,242467,310699,3270,0,0,16895948,239197,0.0181
2020-12-18,2020-12-19 05:27:52,17459296,252649,313588,2889,0,0,17145708,249760,0.018
2020-12-19,2020-12-20 05:27:32,17655591,196295,316159,2571,0,0,17339432,193724,0.0179
2020-12-20,2020-12-21 05:27:58,17844690,189099,317668,1509,0,0,17527022,187590,0.0178
2020-12-21,2020-12-22 05:22:33,18035209,190519,319364,1696,0,0,17715845,188823,0.0177
2020-12-22,2020-12-23 05:22:03,18230242,195033,322765,3401,0,0,17907477,191632,0.0177
2020-12-23,2020-12-24 05:23:04,18458373,228131,326124,3359,0,0,18132249,224772,0.0177
2020-12-24,2020-12-25 05:22:48,18650454,192081,329023,2899,0,0,18321431,189182,0.0176
2020-12-25,2020-12-26 05:22:28,18756360,105906,330246,1223,0,0,18426114,104683,0.0176
2020-12-26,2020-12-27 05:22:55,18982634,226274,331909,1663,0,0,18650725,224611,0.0175
2020-12-27,2020-12-28 05:22:06,19132726,150092,333118,1209,0,0,18799608,148883,0.0174
2020-12-28,2020-12-29 05:22:37,19301543,168817,334836,1718,0,0,18966707,167099,0.0173
2020-12-29,2020-12-30 05:22:34,19556927,255384,338561,3725,0,0,19218366,251659,0.0173
2020-12-30,2020-12-31 05:22:49,19740468,183541,342312,3751,0,0,19398156,179790,0.0173
2020-12-31,2021-01-01 05:23:07,19968087,227619,345737,3425,0,0,19622350,224194,0.0173
2021-01-01,2021-01-02 05:22:33,20128693,160606,347788,2051,0,0,19780905,158555,0.0173
2021-01-02,2021-01-03 05:22:52,20427780,299087,350186,2398,0,0,20077594,296689,0.0171
2021-01-03,2021-01-04 05:22:02,20636663,208883,351580,1394,0,0,20285083,207489,0.017
2021-01-04,2021-01-05 05:21:49,20817140,180477,353483,1903,0,0,20463657,178574,0.017
2021-01-05,2021-01-06 05:22:16,21046195,229055,357258,3775,0,0,20688937,225280,0.017
2021-01-06,2021-01-07 05:22:03,21299340,253145,361123,3865,0,0,20938217,249280,0.017
2021-01-07,2021-01-08 05:22:42,21574043,274703,365208,4085,0,0,21208835,270618,0.0169
2021-01-08,2021-01-09 05:22:18,21862773,288730,368773,3565,0,0,21494000,285165,0.0169
2021-01-09,2021-01-10 05:22:12,22132396,269623,372428,3655,0,0,21759968,265968,0.0168
2021-01-10,2021-01-11 05:21:50,22406747,274351,374322,1894,0,0,22032425,272457,0.0167
2021-01-11,2021-01-12 05:22:15,22613784,207037,376060,1738,0,0,22237724,205299,0.0166
2021-01-12,2021-01-13 05:22:15,22838110,224326,380670,4610,0,0,22457440,219716,0.0167
2021-01-13,2021-01-14 05:22:32,23071895,233785,384653,3983,0,0,22687242,229802,0.0167
2021-01-14,2021-01-15 05:22:24,23307232,235337,388533,3880,0,0,22918699,231457,0.0167
2021-01-15,2021-01-16 05:22:40,23524081,216849,391955,3422,0,0,23132126,213427,0.0167
2021-01-16,2021-01-17 05:22:17,23754315,230234,395785,3830,0,0,23358530,226404,0.0167
2021-01-17,2021-01-18 05:22:34,23933368,179053,397574,1789,0,0,23535794,177264,0.0166
2021-01-18,2021-01-19 05:22:15,24074658,141290,398981,1407,0,0,23675677,139883,0.0166
2021-01-19,2021-01-20 05:21:54,24246830,172172,401553,2572,0,0,23845277,169600,0.0166
2021-01-20,2021-01-21 05:22:01,24438723,191893,406147,4594,0,0,24032576,187299,0.0166
2021-01-21,2021-01-22 05:22:10,24627675,188952,410102,3955,0,0,24217573,184997,0.0167
2021-01-22,2021-01-23 05:22:03,24818779,191104,414004,3902,0,0,24404775,187202,0.0167
2021-01-23,2021-01-24 05:22:35,24991748,172969,417399,3395,0,0,24574349,169574,0.0167
2021-01-24,2021-01-25 05:22:16,25124948,133200,419208,1809,0,0,24705740,131391,0.0167
2021-01-25,2021-01-26 05:22:02,25293201,168253,420972,1764,0,0,24872229,166489,0.0166
2021-01-26,2021-01-27 05:23:41,25439570,146369,425119,4147,0,0,25014451,142222,0.0167
2021-01-27,2021-01-28 05:22:24,25598061,158491,429195,4076,0,0,25168866,154415,0.0168
2021-01-28,2021-01-29 05:22:23,25762726,164665,433067,3872,0,0,25329659,160793,0.0168
2021-01-29,2021-01-30 05:22:49,25929282,166556,436678,3611,0,0,25492604,162945,0.0168
2021-01-30,2021-01-31 05:22:42,26069046,139764,439439,2761,0,0,25629607,137003,0.0169
2021-01-31,2021-02-01 05:22:53,26185355,116309,441319,1880,0,0,25744036,114429,0.0169
2021-02-01,2021-02-02 05:22:49,26317540,132185,443205,1886,0,0,25874335,130299,0.0168
2021-02-02,2021-02-03 05:22:52,26431799,114259,446744,3539,0,0,25985055,110720,0.0169
2021-02-03,2021-02-04 05:22:26,26554792,122993,450681,3937,0,0,26104111,119056,0.017
2021-02-04,2021-02-05 05:22:38,26676957,122165,455738,5057,0,0,26221219,117108,0.0171
2021-02-05,2021-02-06 05:23:55,26808328,131371,459403,3665,0,0,26348925,127706,0.0171
2021-02-06,2021-02-07 05:23:00,26916192,107864,462173,2770,0,0,26454019,105094,0.0172
2021-02-07,2021-02-08 05:22:39,27004715,88523,463437,1264,0,0,26541278,87259,0.0172
2021-02-08,2021-02-09 05:23:30,27094014,89299,464941,1504,0,0,26629073,87795,0.0172
2021-02-09,2021-02-10 05:22:41,27189761,95747,468103,3162,0,0,26721658,92585,0.0172
2021-02-10,2021-02-11 05:23:55,27285621,95860,471422,3319,0,0,26814199,92541,0.0173
2021-02-11,2021-02-12 05:23:29,27390465,104844,475291,3869,0,0,26915174,100975,0.0174
2021-02-12,2021-02-13 05:22:12,27490037,99572,480767,5476,0,0,27009270,94096,0.0175
2021-02-13,2021-02-14 05:23:43,27574201,84164,484200,3433,0,0,27090001,80731,0.0176
2021-02-14,2021-02-15 05:24:49,27639538,65337,485332,1132,0,0,27154206,64205,0.0176
2021-02-15,2021-02-16 05:24:38,27692967,53429,486321,989,0,0,27206646,52440,0.0176
2021-02-16,2021-02-17 05:23:10,27753824,60857,487927,1606,0,0,27265897,59251,0.0176
2021-02-17,2021-02-18 05:22:58,27825043,71219,490447,2520,0,0,27334596,68699,0.0176
2021-02-18,2021-02-19 05:24:16,27896042,70999,493082,2635,0,0,27402960,68364,0.0177
2021-02-19,2021-02-20 05:22:51,28004315,108273,495693,2611,0,0,27508622,105662,0.0177
2021-02-20,2021-02-21 05:24:33,28076756,72441,497597,1904,0,0,27579159,70537,0.0177
2021-02-21,2021-02-22 05:24:21,28133699,56943,498883,1286,0,0,27634816,55657,0.0177
2021-02-22,2021-02-23 05:23:41,28188571,54872,500244,1361,0,0,27688327,53511,0.0177
2021-02-23,2021-02-24 05:29:16,28259987,71416,502594,2350,0,0,27757393,69066,0.0178
2021-02-24,2021-02-25 05:24:57,28334981,74994,505808,3214,0,0,27829173,71780,0.0179
2021-02-25,2021-02-26 05:22:40,28411273,76292,508127,2319,0,0,27903146,73973,0.0179
2021-02-26,2021-02-27 05:22:28,28486394,75121,510458,2331,0,0,27975936,72790,0.0179
2021-02-27,2021-02-28 05:22:20,28554465,68071,511994,1536,0,0,28042471,66535,0.0179
2021-02-28,2021-03-01 05:23:01,28605669,51204,513091,1097,0,0,28092578,50107,0.0179
2021-03-01,2021-03-02 05:23:30,28663108,57439,514522,1431,0,0,28148586,56008,0.018
2021-03-02,2021-03-03 05:23:28,28718025,54917,516476,1954,0,0,28201549,52963,0.018
2021-03-03,2021-03-04 05:24:24,28786045,68020,518345,1869,0,0,28267700,66151,0.018
2021-03-04,2021-03-05 05:26:29,28825427,39382,520228,1883,0,0,28305199,37499,0.018
2021-03-05,2021-03-06 04:23:41,28890034,64607,522761,2533,0,0,28367273,62074,0.0181
2021-03-06,2021-03-07 05:21:54,28952137,62103,524319,1558,0,0,28427818,60545,0.0181
2021-03-07,2021-03-08 05:24:48,28993873,41736,525033,714,0,0,28468840,41022,0.0181
2021-03-08,2021-03-09 05:28:19,29038631,44758,525752,719,0,0,28512879,44039,0.0181
2021-03-09,2021-03-10 05:24:35,29094540,55909,527643,1891,0,0,28566897,54018,0.0181
2021-03-10,2021-03-11 05:25:48,29153715,59175,529193,1550,0,0,28624522,57625,0.0182
2021-03-11,2021-03-12 05:26:50,29285001,131286,530727,1534,0,0,28754274,129752,0.0181
2021-03-12,2021-03-13 05:25:15,29345660,60659,532555,1828,0,0,28813105,58831,0.0181
2021-03-13,2021-03-14 05:25:37,29399980,54320,534291,1736,0,0,28865689,52584,0.0182
2021-03-14,2021-03-15 05:25:51,29438222,38242,534880,589,0,0,28903342,37653,0.0182
2021-03-15,2021-03-16 05:25:13,29494539,56317,535628,748,0,0,28958911,55569,0.0182
2021-03-16,2021-03-17 05:25:07,29547753,53214,536914,1286,0,0,29010839,51928,0.0182
2021-03-17,2021-03-18 05:26:22,29605933,58180,538052,1138,0,0,29067881,57042,0.0182
2021-03-18,2021-03-19 05:26:09,29665679,59746,539698,1646,0,0,29125981,58100,0.0182
2021-03-19,2021-03-20 05:25:46,29729968,64289,541143,1445,0,0,29188825,62844,0.0182
2021-03-20,2021-03-21 05:25:44,29782753,52785,541914,771,0,0,29240839,52014,0.0182
2021-03-21,2021-03-22 05:25:43,29818528,35775,542356,442,0,0,29276172,35333,0.0182
2021-03-22,2021-03-23 05:26:18,29867689,49161,542888,532,0,0,29324801,48629,0.0182
2021-03-23,2021-03-24 05:25:40,29921101,53412,543793,905,0,0,29377308,52507,0.0182
2021-03-24,2021-03-25 05:27:00,30009773,88672,545237,1444,0,0,29464536,87228,0.0182
2021-03-25,2021-03-26 05:26:55,30079282,69509,546822,1585,0,0,29532460,67924,0.0182
2021-03-26,2021-03-27 05:25:04,30159966,80684,548087,1265,0,0,29611879,79419,0.0182
2021-03-27,2021-03-28 05:28:10,30218319,58353,548828,741,0,0,29669491,57612,0.0182
2021-03-28,2021-03-29 04:28:35,30262123,43804,549335,507,0,0,29712788,43297,0.0182
2021-03-29,2021-03-30 04:26:23,30331025,68902,550003,668,0,0,29781022,68234,0.0181
2021-03-30,2021-03-31 04:26:25,30393001,61976,550967,964,0,0,29842034,61012,0.0181
2021-03-31,2021-04-01 04:27:05,30459874,66873,552038,1071,0,0,29907836,65802,0.0181
2021-04-01,2021-04-02 04:20:36,30539175,79301,553120,1082,0,0,29986055,78219,0.0181
2021-04-02,2021-04-03 04:20:44,30608366,69191,554074,954,0,0,30054292,68237,0.0181
2021-04-03,2021-04-04 04:20:49,30671844,63478,554779,705,0,0,30117065,62773,0.0181
2021-04-04,2021-04-05 04:20:35,30706126,34282,555001,222,0,0,30151125,34060,0.0181
2021-04-05,2021-04-06 04:20:32,30784405,78279,555597,596,0,0,30228808,77683,0.018
2021-04-06,2021-04-07 04:20:53,30846396,61991,556509,912,0,0,30289887,61079,0.018
2021-04-07,2021-04-08 04:21:13,30921976,75580,559109,2600,0,0,30362867,72980,0.0181
2021-04-08,2021-04-09 04:21:13,31001640,79664,560090,981,0,0,30441550,78683,0.0181
2021-04-09,2021-04-10 04:20:59,31084962,83322,561074,984,0,0,30523888,82338,0.018
2021-04-10,2021-04-11 04:20:56,31151495,66533,561783,709,0,0,30589712,65824,0.018
2021-04-11,2021-04-12 04:21:00,31197511,46016,562066,283,0,0,30635445,45733,0.018
2021-04-12,2021-04-13 04:20:37,31267359,69848,562521,455,0,0,30704838,69393,0.018
2021-04-13,2021-04-14 04:20:41,31345312,77953,563440,919,0,0,30781872,77034,0.018
2021-04-14,2021-04-15 04:20:54,31421325,76013,564402,962,0,0,30856923,75051,0.018
2021-04-15,2021-04-16 04:20:46,31495164,73839,565283,881,0,0,30929881,72958,0.0179
2021-04-16,2021-04-17 04:20:40,31575182,80018,566215,932,0,0,31008967,79086,0.0179
2021-04-17,2021-04-18 04:20:41,31627701,52519,566893,678,0,0,31060808,51841,0.0179
2021-04-18,2021-04-19 04:20:57,31669880,42179,567217,324,0,0,31102663,41855,0.0179
2021-04-19,2021-04-20 04:20:41,31737347,67467,567690,473,0,0,31169657,66994,0.0179
2021-04-20,2021-04-21 04:21:14,31792110,54763,568461,771,0,0,31223649,53992,0.0179
2021-04-21,2021-04-22 04:20:53,31862080,69970,569401,940,0,0,31292679,69030,0.0179
2021-04-22,2021-04-23 04:20:52,31928507,66427,570321,920,0,0,31358186,65507,0.0179
2021-04-23,2021-04-24 04:20:38,31991750,63243,571197,876,0,0,31420553,62367,0.0179
2021-04-24,2021-04-25 04:20:32,32044974,53224,571920,723,0,0,31473054,52501,0.0178
2021-04-25,2021-04-26 04:21:04,32077075,32101,572200,280,0,0,31504875,31821,0.0178
2021-04-26,2021-04-27 04:20:52,32124385,47310,572666,466,0,0,31551719,46844,0.0178
2021-04-27,2021-04-28 04:20:32,32175049,50664,573378,712,0,0,31601671,49952,0.0178
2021-04-28,2021-04-29 04:20:55,32229327,54278,574326,948,0,0,31655001,53330,0.0178
2021-04-29,2021-04-30 04:21:03,32288689,59362,575193,867,0,0,31713496,58495,0.0178
2021-04-30,2021-05-01 04:20:47,32345062,56373,575921,728,0,0,31769141,55645,0.0178
2021-05-01,2021-05-02 04:20:48,32390294,45232,576722,801,0,0,31813572,44431,0.0178
2021-05-02,2021-05-03 04:20:39,32421534,31240,577045,323,0,0,31844489,30917,0.0178
2021-05-03,2021-05-04 04:20:34,32470920,49386,577500,455,0,0,31893420,48931,0.0178
2021-05-04,2021-05-05 04:20:43,32512575,41655,578481,981,0,0,31934094,40674,0.0178
2021-05-05,2021-05-06 04:20:38,32557440,44865,579276,795,0,0,31978164,44070,0.0178
2021-05-06,2021-05-07 04:20:40,32604495,47055,580061,785,0,0,32024434,46270,0.0178
2021-05-07,2021-05-08 04:21:04,32651036,46541,580886,825,0,0,32070150,45716,0.0178
2021-05-08,2021-05-09 04:20:35,32686256,35220,581516,630,0,0,32104740,34590,0.0178
2021-05-09,2021-05-10 04:20:38,32707641,21385,581754,238,0,0,32125887,21147,0.0178
2021-05-10,2021-05-11 04:20:41,32743300,35659,582150,396,0,0,32161150,35263,0.0178
2021-05-11,2021-05-12 04:21:29,32778374,35074,582834,684,0,0,32195540,34390,0.0178
2021-05-12,2021-05-13 04:20:51,32814415,36041,583684,850,0,0,32230731,35191,0.0178
2021-05-13,2021-05-14 04:20:41,32852871,38456,584487,803,0,0,32268384,37653,0.0178
2021-05-14,2021-05-15 04:20:58,32894616,41745,585225,738,0,0,32309391,41007,0.0178
2021-05-15,2021-05-16 04:20:49,32923842,29226,585708,483,0,0,32338134,28743,0.0178
2021-05-16,2021-05-17 04:20:34,32940778,16936,585970,262,0,0,32354808,16674,0.0178
2021-05-17,2021-05-18 04:20:33,32994339,53561,586359,389,0,0,32407980,53172,0.0178
2021-05-18,2021-05-19 04:20:42,32996786,2447,587203,844,0,0,32409583,1603,0.0178
2021-05-19,2021-05-20 04:21:05,33026290,29504,587867,664,0,0,32438423,28840,0.0178
2021-05-20,2021-05-21 04:20:43,33056207,29917,588536,669,0,0,32467671,29248,0.0178
2021-05-21,2021-05-22 04:20:45,33084800,28593,589222,686,0,0,32495578,27907,0.0178
2021-05-22,2021-05-23 04:20:51,33104800,20000,589703,481,0,0,32515097,19519,0.0178
2021-05-23,2021-05-24 04:20:53,33117656,12856,589893,190,0,0,32527763,12666,0.0178
2021-05-24,2021-05-25 04:21:08,33143246,25590,590529,636,0,0,32552717,24954,0.0178
2021-05-25,2021-05-26 04:20:35,33165820,22574,590925,396,0,0,32574895,22178,0.0178
2021-05-26,2021-05-27 04:20:59,33190161,24341,591947,1022,0,0,32598214,23319,0.0178
2021-05-27,2021-05-28 04:20:36,33217718,27557,593282,1335,0,0,32624436,26222,0.0179
2021-05-28,2021-05-29 04:20:41,33239700,21982,593955,673,0,0,32645745,21309,0.0179
2021-05-29,2021-05-30 04:20:55,33251811,12111,594306,351,0,0,32657505,11760,0.0179
2021-05-30,2021-05-31 03:08:59,33258623,6812,594430,124,0,0,32664193,6688,0.0179
2021-05-31,2021-06-01 04:23:09,33264380,5757,594568,138,0,0,32669812,5619,0.0179
2021-06-01,2021-06-02 04:24:34,33287124,22744,595211,643,0,0,32691913,22101,0.0179
2021-06-02,2021-06-03 04:23:32,33307008,19884,595825,614,0,0,32711183,19270,0.0179
2021-06-03,2021-06-04 04:23:37,33326083,19075,596401,576,0,0,32729682,18499,0.0179
2021-06-04,2021-06-05 04:23:03,33343023,16940,597001,600,0,0,32746022,16340,0.0179
2021-06-05,2021-06-06 04:24:03,33357080,14057,597377,376,0,0,32759703,13681,0.0179
2021-06-06,2021-06-07 04:22:51,33362535,5455,597628,251,0,0,32764907,5204,0.0179
2021-06-07,2021-06-08 04:22:35,33377696,15161,597949,321,0,0,32779747,14840,0.0179
2021-06-08,2021-06-09 04:23:31,33391107,13411,598332,383,0,0,32792775,13028,0.0179
2021-06-09,2021-06-10 04:23:17,33414025,22918,598764,432,0,0,32815261,22486,0.0179
2021-06-10,2021-06-11 04:23:20,33426310,12285,598744,-20,0,0,32827566,12305,0.0179
2021-06-11,2021-06-12 04:22:22,33437746,11436,599180,436,0,0,32838566,11000,0.0179
2021-06-12,2021-06-13 04:22:44,33457407,19661,599664,484,0,0,32857743,19177,0.0179
2021-06-13,2021-06-14 04:22:46,33461982,4575,599769,105,0,0,32862213,4470,0.0179
2021-06-14,2021-06-15 04:22:22,33474692,12710,599945,176,0,0,32874747,12534,0.0179
2021-06-15,2021-06-16 04:22:32,33485068,10376,600272,327,0,0,32884796,10049,0.0179
2021-06-16,2021-06-17 04:22:36,33498468,13400,600653,381,0,0,32897815,13019,0.0179
2021-06-17,2021-06-18 04:22:16,33508867,10399,600934,281,0,0,32907933,10118,0.0179
2021-06-18,2021-06-19 04:22:33,33516175,7308,601571,637,0,0,32914604,6671,0.0179
2021-06-19,2021-06-20 04:21:48,33537995,21820,601741,170,0,0,32936254,21650,0.0179
2021-06-20,2021-06-21 04:21:41,33541887,3892,601824,83,0,0,32940063,3809,0.0179
2021-06-21,2021-06-22 04:21:34,33554275,12388,602092,268,0,0,32952183,12120,0.0179
2021-06-22,2021-06-23 04:21:46,33564802,10527,602459,367,0,0,32962343,10160,0.0179
2021-06-23,2021-06-24 04:21:55,33577651,12849,602837,378,0,0,32974814,12471,0.018
2021-06-24,2021-06-25 04:21:33,33590481,12830,603178,341,0,0,32987303,12489,0.018
2021-06-25,2021-06-26 04:21:43,33603148,12667,603527,349,0,0,32999621,12318,0.018
2021-06-26,2021-06-27 04:21:39,33621348,18200,603886,359,0,0,33017462,17841,0.018
2021-06-27,2021-06-28 04:21:29,33624983,3635,603966,80,0,0,33021017,3555,0.018
2021-06-28,2021-06-29 04:21:28,33640493,15510,604115,149,0,0,33036378,15361,0.018
2021-06-29,2021-06-30 04:21:41,33652098,11605,604474,359,0,0,33047624,11246,0.018
2021-06-30,2021-07-01 04:21:19,33664894,12796,604714,240,0,0,33060180,12556,0.018
2021-07-01,2021-07-02 04:21:47,33678318,13424,605013,299,0,0,33073305,13125,0.018
2021-07-02,2021-07-03 04:21:37,33709131,30813,605524,511,0,0,33103607,30302,0.018
2021-07-03,2021-07-04 04:21:38,33713826,4695,605493,-31,0,0,33108333,4726,0.018
2021-07-04,2021-07-05 04:21:28,33717567,3741,605526,33,0,0,33112041,3708,0.018
2021-07-05,2021-07-06 04:21:32,33723095,5528,605567,41,0,0,33117528,5487,0.018
2021-07-06,2021-07-07 04:21:20,33746563,23468,605905,338,0,0,33140658,23130,0.018
2021-07-07,2021-07-08 04:21:26,33770444,23881,606218,313,0,0,33164226,23568,0.018
2021-07-08,2021-07-09 04:21:21,33790505,20061,606475,257,0,0,33184030,19804,0.0179
2021-07-09,2021-07-10 04:21:25,33837389,46884,606988,513,0,0,33230401,46371,0.0179
2021-07-10,2021-07-11 04:21:43,33847784,10395,607132,144,0,0,33240652,10251,0.0179
2021-07-11,2021-07-12 04:21:34,33853948,6164,607156,24,0,0,33246792,6140,0.0179
2021-07-12,2021-07-13 04:21:18,33886713,32765,607392,236,0,0,33279321,32529,0.0179
2021-07-13,2021-07-14 04:21:35,33914880,28167,607771,379,0,0,33307109,27788,0.0179
2021-07-14,2021-07-15 04:21:48,33947182,32302,608115,344,0,0,33339067,31958,0.0179
2021-07-15,2021-07-16 04:21:22,33975642,28460,608398,283,0,0,33367244,28177,0.0179
2021-07-16,2021-07-17 04:22:22,34053080,77438,608815,417,0,0,33444265,77021,0.0179
2021-07-17,2021-07-18 04:22:07,34067669,14589,608882,67,0,0,33458787,14522,0.0179
2021-07-18,2021-07-19 04:21:24,34079960,12291,609019,137,0,0,33470941,12154,0.0179
2021-07-19,2021-07-20 04:21:48,34132071,52111,609231,212,0,0,33522840,51899,0.0178
2021-07-20,2021-07-21 04:21:40,34174774,42703,609529,298,0,0,33565245,42405,0.0178
2021-07-21,2021-07-22 04:21:19,34226806,52032,609862,333,0,0,33616944,51699,0.0178
2021-07-22,2021-07-23 04:21:29,34281864,55058,610177,315,0,0,33671687,54743,0.0178
2021-07-23,2021-07-24 00:21:36,34400655,118791,610720,543,0,0,33789935,118248,0.0178
2021-07-24,2021-07-25 04:22:12,34428050,27395,610835,115,0,0,33817215,27280,0.0177
2021-07-25,2021-07-26 04:21:28,34443761,15711,610891,56,0,0,33832870,15655,0.0177
2021-07-26,2021-07-27 04:21:18,34533058,89297,610951,60,0,0,33922107,89237,0.0177
2021-07-27,2021-07-28 04:21:39,34603919,70861,611414,463,0,0,33992505,70398,0.0177
2021-07-28,2021-07-29 04:21:33,34672690,68771,611801,387,0,0,34060889,68384,0.0176
2021-07-29,2021-07-30 04:21:34,34750605,77915,612117,316,0,0,34138488,77599,0.0176
2021-07-30,2021-07-31 04:21:35,34945468,194863,613013,896,0,0,34332455,193967,0.0175
2021-07-31,2021-08-01 04:21:50,34978276,32808,613157,144,0,0,34365119,32664,0.0175
2021-08-01,2021-08-02 04:21:36,35002148,23872,613224,67,0,0,34388924,23805,0.0175
2021-08-02,2021-08-03 04:21:39,35131393,129245,613679,455,0,0,34517714,128790,0.0175
2021-08-03,2021-08-04 04:21:25,35237950,106557,614295,616,0,0,34623655,105941,0.0174
2021-08-04,2021-08-05 04:21:51,35330664,92714,614785,490,0,0,34715879,92224,0.0174
2021-08-05,2021-08-06 04:21:18,35437377,106713,615319,534,0,0,34822058,106179,0.0174
2021-08-06,2021-08-07 04:21:30,35695469,258092,616493,1174,0,0,35078976,256918,0.0173
2021-08-07,2021-08-08 04:21:33,35739551,44082,616718,225,0,0,35122833,43857,0.0173
2021-08-08,2021-08-09 04:21:24,35763414,23863,616829,111,0,0,35146585,23752,0.0172
2021-08-09,2021-08-10 04:21:27,35948131,184717,617321,492,0,0,35330810,184225,0.0172
2021-08-10,2021-08-11 04:21:58,36051126,102995,618114,793,0,0,35433012,102202,0.0171
2021-08-11,2021-08-12 04:21:25,36190179,139053,618479,365,0,0,35571700,138688,0.0171
2021-08-12,2021-08-13 04:21:24,36306724,116545,619093,614,0,0,35687631,115931,0.0171
2021-08-13,2021-08-14 04:21:25,36597564,290840,621016,1923,0,0,35976548,288917,0.017
2021-08-14,2021-08-15 04:21:41,36636853,39289,621226,210,0,0,36015627,39079,0.017
2021-08-15,2021-08-16 04:21:31,36678753,41900,621635,409,0,0,36057118,41491,0.0169
2021-08-16,2021-08-17 04:21:49,36888741,209988,622318,683,0,0,36266423,209305,0.0169
2021-08-17,2021-08-18 04:21:35,37017741,129000,623321,1003,0,0,36394420,127997,0.0168
2021-08-18,2021-08-19 04:21:15,37155004,137263,624253,932,0,0,36530751,136331,0.0168
2021-08-19,2021-08-20 04:21:33,37294141,139137,625166,913,0,0,36668975,138224,0.0168
2021-08-20,2021-08-21 04:21:38,37613597,319456,627843,2677,0,0,36985754,316779,0.0167
2021-08-21,2021-08-22 04:21:29,37673118,59521,628303,460,0,0,37044815,59061,0.0167
2021-08-22,2021-08-23 04:21:27,37709810,36692,628503,200,0,0,37081307,36492,0.0167
2021-08-23,2021-08-24 04:21:19,37935465,225655,629406,903,0,0,37306059,224752,0.0166
2021-08-24,2021-08-25 04:21:41,38074886,139421,630816,1410,0,0,37444070,138011,0.0166
2021-08-25,2021-08-26 04:21:28,38223029,148143,632272,1456,0,0,37590757,146687,0.0165
2021-08-26,2021-08-27 04:21:37,38384360,161331,633564,1292,0,0,37750796,160039,0.0165
2021-08-27,2021-08-28 04:21:28,38707252,322892,636720,3156,0,0,38070532,319736,0.0164
2021-08-28,2021-08-29 04:21:14,38757006,49754,637244,524,0,0,38119762,49230,0.0164
2021-08-29,2021-08-30 04:21:23,38796746,39740,637531,287,0,0,38159215,39453,0.0164
2021-08-30,2021-08-31 04:21:46,39057368,260622,638711,1180,0,0,38418657,259442,0.0164
2021-08-31,2021-09-01 04:21:38,39198072,140704,640108,1397,0,0,38557964,139307,0.0163
2021-09-01,2021-09-02 04:21:15,39396156,198084,642081,1973,0,0,38754075,196111,0.0163
2021-09-02,2021-09-03 04:21:20,39549299,153143,643669,1588,0,0,38905630,151555,0.0163
2021-09-03,2021-09-04 04:21:28,39850256,300957,647579,3910,0,0,39202677,297047,0.0163
2021-09-04,2021-09-05 04:21:33,39906426,56170,648106,527,0,0,39258320,55643,0.0162
2021-09-05,2021-09-06 04:21:22,39944987,38561,648468,362,0,0,39296519,38199,0.0162
2021-09-06,2021-09-07 04:21:35,40018318,73331,648998,530,0,0,39369320,72801,0.0162
2021-09-07,2021-09-08 04:21:31,40280001,261683,650511,1513,0,0,39629490,260170,0.0161
2021-09-08,2021-09-09 04:21:27,40456683,176682,652654,2143,0,0,39804029,174539,0.0161
2021-09-09,2021-09-10 04:21:20,40601577,144894,654579,1925,0,0,39946998,142969,0.0161
2021-09-10,2021-09-11 04:21:30,40863822,262245,658992,4413,0,0,40204830,257832,0.0161
2021-09-11,2021-09-12 04:21:13,40921394,57572,659691,699,0,0,40261703,56873,0.0161
2021-09-12,2021-09-13 04:21:15,40955201,33807,659970,279,0,0,40295231,33528,0.0161
2021-09-13,2021-09-14 04:21:41,41221266,266065,662106,2136,0,0,40559160,263929,0.0161
2021-09-14,2021-09-15 03:22:37,41364566,143300,663923,1817,0,0,40700643,141483,0.0161
2021-09-15,2021-09-16 04:22:19,41536511,171945,666607,2684,0,0,40869904,169261,0.016
2021-09-16,2021-09-17 04:21:46,41785903,249392,670000,3393,0,0,41115903,245999,0.016
2021-09-17,2021-09-18 04:21:24,41993789,207886,672635,2635,0,0,41321154,205251,0.016
2021-09-18,2021-09-19 04:21:34,42050638,56849,673472,837,0,0,41377166,56012,0.016
2021-09-19,2021-09-20 04:21:22,42087432,36794,673763,291,0,0,41413669,36503,0.016
2021-09-20,2021-09-21 04:21:26,42287755,200323,676059,2296,0,0,41611696,198027,0.016
2021-09-21,2021-09-22 04:21:45,42410607,122852,678407,2348,0,0,41732200,120504,0.016
2021-09-22,2021-09-23 04:21:43,42543510,132903,681192,2785,0,0,41862318,130118,0.016
2021-09-23,2021-09-24 04:21:44,42669114,125604,684311,3119,0,0,41984803,122485,0.016
2021-09-24,2021-09-25 04:21:31,42853724,184610,687084,2773,0,0,42166640,181837,0.016
2021-09-25,2021-09-26 04:21:29,42940411,86687,687746,662,0,0,42252665,86025,0.016
2021-09-26,2021-09-27 04:21:16,42931354,-9057,688032,286,0,0,42243322,-9343,0.016
2021-09-27,2021-09-28 04:21:28,43116432,185078,690426,2394,0,0,42426006,182684,0.016
2021-09-28,2021-09-29 04:21:45,43227604,111172,692969,2543,0,0,42534635,108629,0.016
2021-09-29,2021-09-30 04:21:20,43349187,121583,695112,2143,0,0,42654075,119440,0.016
2021-09-30,2021-10-01 04:21:35,43459809,110622,697842,2730,0,0,42761967,107892,0.0161
